Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
1074432879,CASUAL,AVERAGE,5.0,S,WINTER,O-NECK,SLEEVELESS,EMPIRE,POLYSTER,chiffon,,plaid,0
1132858821,SEXY,VERY-HIGH,0.0,FREE,WINTER,V-NECK,SLEEVELESS,NATURAL,POLYSTER,knitting,,solid,0
905732124,CASUAL,LOW,4.4,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,sashes,print,0
711045472,CASUAL,AVERAGE,4.8,M,AUTUMN,V-NECK,SHORT,,,chiffon,embroidary,print,1
923983419,CASUAL,AVERAGE,5.0,FREE,SUMMER,V-NECK,SLEEVELESS,,MODAL,,,patchwork,0
733025646,SEXY,LOW,4.8,M,AUTUMN,V-NECK,FULL,NATURAL,COTTON,,,print,1
720099861,CASUAL,AVERAGE,4.6,FREE,WINTER,V-NECK,FULL,NATURAL,COTTON,flannel,,striped,0
923915314,CASUAL,AVERAGE,4.6,M,WINTER,V-NECK,FULL,NATURAL,CHIFFONFABRIC,chiffon,,,0
1077555214,CASUAL,LOW,5.0,S,SPRING,O-NECK,SLEEVELESS,NATURAL,CHIFFONFABRIC,,,print,0
1216538883,CUTE,AVERAGE,0.0,M,WINTER,O-NECK,SHORT,NATURAL,POLYSTER,chiffon,sashes,solid,0
531254082,CASUAL,LOW,4.8,FREE,SPRING,O-NECK,SLEEVELESS,,CHIFFONFABRIC,chiffon,,print,1
890279029,CASUAL,AVERAGE,4.6,M,AUTUMN,O-NECK,SHORT,EMPIRE,POLYSTER,,applique,dot,0
995964089,BOHEMIAN,AVERAGE,5.0,M,SPRING,SLASH-NECK,SLEEVELESS,EMPIRE,,chiffon,ruffles,solid,1
868453353,CASUAL,LOW,4.9,FREE,WINTER,O-NECK,SLEEVELESS,EMPIRE,SILK,,sashes,print,1
1024954013,CASUAL,AVERAGE,4.7,L,SUMMER,O-NECK,SLEEVELESS,NATURAL,SILK,chiffon,beading,solid,0
685606338,CASUAL,MEDIUM,4.6,M,WINTER,O-NECK,FULL,NATURAL,CASHMERE,,,solid,1
877962269,CASUAL,AVERAGE,4.7,M,WINTER,V-NECK,SLEEVELESS,EMPIRE,POLYSTER,chiffon,applique,print,0
995644296,SEXY,AVERAGE,4.7,M,WINTER,V-NECK,SLEEVELESS,NATURAL,POLYSTER,broadcloth,,patchwork,0
1066273951,CASUAL,AVERAGE,3.5,M,WINTER,V-NECK,SHORT,NATURAL,,,,solid,0
822176645,CASUAL,AVERAGE,4.8,M,WINTER,O-NECK,THREEQUARTER,NATURAL,,,,print,1
659466129,CASUAL,AVERAGE,0.0,M,WINTER,O-NECK,FULL,NATURAL,COTTON,jersey,feathers,solid,1
694493217,CASUAL,LOW,4.6,M,SUMMER,O-NECK,SLEEVELESS,NATURAL,COTTON,,sashes,striped,0
793162246,CASUAL,AVERAGE,4.7,L,SPRING,V-NECK,HALF,NATURAL,,broadcloth,,print,1
817945281,CASUAL,LOW,4.5,FREE,SUMMER,O-NECK,FULL,NATURAL,COTTON,,button,solid,0
920902282,CASUAL,AVERAGE,4.7,M,SUMMER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,,character,0
727820291,CASUAL,LOW,4.5,M,WINTER,O-NECK,SHORT,NATURAL,CHIFFONFABRIC,chiffon,,solid,0
699738864,CASUAL,LOW,4.7,S,SUMMER,O-NECK,FULL,NATURAL,COTTON,,,patchwork,0
1197211965,CUTE,LOW,0.0,FREE,SUMMER,BOAT-NECK,SLEEVELESS,,COTTON,,,print,0
682561447,PARTY,VERY-HIGH,5.0,M,SPRING,SLASH-NECK,SLEEVELESS,NATURAL,CHIFFONFABRIC,chiffon,flowers,,1
999081623,CASUAL,AVERAGE,4.9,M,AUTUMN,V-NECK,SLEEVELESS,,POLYSTER,,,,1
1108613896,PARTY,VERY-HIGH,0.0,L,WINTER,V-NECK,SLEEVELESS,NATURAL,POLYSTER,tulle,beading,,0
1054555186,PARTY,VERY-HIGH,0.0,M,WINTER,V-NECK,CAP-SLEEVES,,,chiffon,lace,,0
915238287,CASUAL,LOW,4.4,M,WINTER,V-NECK,TURNDOWNCOLLOR,,COTTON,,,,1
1107279894,PARTY,VERY-HIGH,0.0,M,SPRING,V-NECK,THREEQUARTER,NATURAL,LYCRA,sattin,applique,,1
1163040038,PARTY,HIGH,0.0,M,WINTER,SWEETHEART,SLEEVELESS,NATURAL,,,pearls,,0
1091877430,PARTY,HIGH,0.0,M,SPRING,SWEETHEART,SLEEVELESS,,NYLON,,,,0
1053467336,PARTY,AVERAGE,5.0,M,WINTER,O-NECK,CAP-SLEEVES,EMPIRE,POLYSTER,,lace,,1
609889168,PARTY,HIGH,4.7,M,WINTER,SWEETHEART,SLEEVELESS,NATURAL,,chiffon,flowers,,0
662727740,PARTY,,4.8,FREE,WINTER,O-NECK,SLEEVELESS,EMPIRE,,,embroidary,,1
1090993173,PARTY,,4.5,L,SUMMER,,FULL,,,,,,1
963684109,PARTY,VERY-HIGH,4.9,M,SPRING,SWEETHEART,SLEEVELESS,EMPIRE,,chiffon,beading,,1
619817668,PARTY,HIGH,4.6,M,WINTER,SWEETHEART,SLEEVELESS,NATURAL,,chiffon,,,0
1066740059,PARTY,AVERAGE,5.0,M,SPRING,SWEETHEART,SLEEVELESS,NATURAL,POLYSTER,,,,1
732184480,PARTY,VERY-HIGH,4.8,L,SPRING,SWEETHEART,SLEEVELESS,EMPIRE,MICROFIBER,organza,beading,,1
1044683061,PARTY,VERY-HIGH,0.0,M,WINTER,SWEETHEART,SLEEVELESS,NATURAL,POLYSTER,chiffon,beading,,1
579010251,PARTY,HIGH,4.6,L,SPRING,SLASH-NECK,SLEEVELESS,EMPIRE,SILK,chiffon,beading,,0
751364623,PARTY,AVERAGE,4.8,L,,SWEETHEART,SLEEVELESS,EMPIRE,,,pleat,,1
898316819,PARTY,MEDIUM,4.6,S,WINTER,SCOOP,SHORT,EMPIRE,,,crystal,,0
622667306,PARTY,VERY-HIGH,4.9,M,SPRING,SWEETHEART,SLEEVELESS,NATURAL,SILK,chiffon,beading,,1
809344968,PARTY,MEDIUM,4.8,S,SPRING,V-NECK,SLEEVELESS,EMPIRE,,,,,1
754138176,PARTY,VERY-HIGH,4.2,L,WINTER,V-NECK,SLEEVELESS,,,,lace,,1
674192921,CASUAL,LOW,4.4,FREE,SUMMER,O-NECK,SLEEVELESS,,,,,,1
726446177,PARTY,VERY-HIGH,4.1,M,WINTER,SCOOP,SHORT,NATURAL,COTTON,lace,applique,,1
1193747589,PARTY,VERY-HIGH,0.0,M,WINTER,O-NECK,FULL,NATURAL,,,feathers,,1
676827184,CASUAL,HIGH,4.6,M,SUMMER,SWEETHEART,SLEEVELESS,EMPIRE,,,beading,,1
619996560,PARTY,AVERAGE,4.7,FREE,WINTER,O-NECK,SLEEVELESS,,POLYSTER,,,,0
618420156,PARTY,VERY-HIGH,4.7,L,WINTER,SLASH-NECK,SLEEVELESS,EMPIRE,VISCOS,chiffon,beading,,1
689486739,PARTY,VERY-HIGH,4.5,M,SPRING,V-NECK,CAP-SLEEVES,,,,lace,,1
751364614,PARTY,AVERAGE,4.7,FREE,SPRING,SWEETHEART,SLEEVELESS,EMPIRE,RAYON,chiffon,beading,solid,1
825341937,PARTY,HIGH,4.8,M,SUMMER,SWEETHEART,SLEEVELESS,PRINCESS,,sattin,,,1
736813752,PARTY,HIGH,4.6,M,SUMMER,SLASH-NECK,SLEEVELESS,NATURAL,,chiffon,,,1
636178374,PARTY,MEDIUM,4.7,M,WINTER,O-NECK,SLEEVELESS,EMPIRE,COTTON,chiffon,button,,1
743485617,CUTE,AVERAGE,4.4,FREE,SPRING,SWEETHEART,SLEEVELESS,EMPIRE,SPANDEX,tulle,ruched,solid,1
933951149,PARTY,AVERAGE,5.0,M,SPRING,O-NECK,SLEEVELESS,,,,,,1
684561284,PARTY,VERY-HIGH,4.8,FREE,SPRING,SWEETHEART,SLEEVELESS,NATURAL,POLYSTER,chiffon,beading,,1
616295248,PARTY,MEDIUM,4.8,M,SPRING,O-NECK,SLEEVELESS,NATURAL,SILK,chiffon,crystal,,1
736076633,PARTY,VERY-HIGH,4.9,L,SPRING,SLASH-NECK,SLEEVELESS,,,chiffon,flowers,,1
1108073621,PARTY,MEDIUM,0.0,FREE,WINTER,V-NECK,SHORT,EMPIRE,,chiffon,lace,,1
1053002876,WORK,AVERAGE,5.0,FREE,WINTER,O-NECK,HALF,,MICROFIBER,,,,0
444282011,PARTY,VERY-HIGH,4.9,M,SPRING,V-NECK,SLEEVELESS,EMPIRE,,sattin,beading,,1
949336768,CASUAL,HIGH,5.0,FREE,SUMMER,V-NECK,SLEEVELESS,NATURAL,NYLON,,,,1
961972778,CASUAL,VERY-HIGH,0.0,S,SPRING,O-NECK,FULL,,,chiffon,applique,,0
893088817,CASUAL,MEDIUM,4.7,M,SPRING,O-NECK,SLEEVELESS,NATURAL,COTTON,,bow,,1
952724683,PARTY,AVERAGE,0.0,M,SPRING,V-NECK,SLEEVELESS,NATURAL,,,,,1
855037000,CASUAL,AVERAGE,4.4,FREE,SUMMER,SLASH-NECK,SLEEVELESS,EMPIRE,COTTON,,,,1
660016574,CASUAL,VERY-HIGH,4.6,M,WINTER,O-NECK,SHORT,NATURAL,,,flowers,,1
738079582,CASUAL,LOW,4.4,FREE,WINTER,HALTER,SLEEVELESS,NATURAL,,,draped,,1
861001391,PARTY,HIGH,4.5,M,WINTER,O-NECK,SLEEVELESS,,,,,,1
1099696103,CASUAL,AVERAGE,4.8,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,,,,,0
1044288976,SEXY,AVERAGE,5.0,M,SUMMER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,broadcloth,rivet,,0
890848361,VINTAGE,AVERAGE,4.9,FREE,SUMMER,O-NECK,TURNDOWNCOLLOR,EMPIRE,,,,,0
929503394,VINTAGE,AVERAGE,4.7,S,SUMMER,TURNDOWNCOLLOR,SHORT,EMPIRE,COTTON,,,,0
1015249105,WORK,AVERAGE,4.9,M,SUMMER,SQARE-COLLOR,HALF,EMPIRE,POLYSTER,sattin,sashes,,0
707537639,CASUAL,LOW,4.7,L,SPRING,O-NECK,SHORT,NATURAL,CHIFFONFABRIC,chiffon,,,0
702984554,CASUAL,AVERAGE,4.8,L,AUTUMN,O-NECK,SHORT,NATURAL,CASHMERE,,,,0
896048351,SEXY,LOW,4.7,FREE,SPRING,V-NECK,SLEEVELESS,,,,sequined,,1
1023830972,CASUAL,AVERAGE,0.0,S,WINTER,SLASH-NECK,HALF,NATURAL,NYLON,broadcloth,,,0
959052557,CASUAL,AVERAGE,4.2,S,WINTER,V-NECK,SLEEVELESS,EMPIRE,OTHER,chiffon,hollowout,patchwork,0
1246945687,NOVELTY,AVERAGE,0.0,FREE,SUMMER,O-NECK,FULL,NATURAL,COTTON,sattin,hollowout,solid,0
510519284,CASUAL,LOW,4.3,FREE,SUMMER,BACKLESS,SLEEVELESS,EMPIRE,CHIFFONFABRIC,chiffon,crystal,,0
1079958917,CASUAL,AVERAGE,3.7,M,SUMMER,BOAT-NECK,SLEEVELESS,NATURAL,LINEN,,,,0
1024325244,CASUAL,AVERAGE,5.0,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,broadcloth,lace,,1
841203385,SEXY,LOW,5.0,FREE,SPRING,V-NECK,SLEEVELESS,EMPIRE,,chiffon,,,0
1104504876,CUTE,LOW,0.0,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,,chiffon,,,0
1010356223,VINTAGE,AVERAGE,4.8,M,SUMMER,V-NECK,FULL,NATURAL,RAYON,poplin,,,1
1031230798,BOHEMIAN,AVERAGE,4.8,L,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,chiffon,,solid,0
908989488,BOHEMIAN,AVERAGE,0.0,FREE,SPRING,O-NECK,SLEEVELESS,NATURAL,RAYON,chiffon,,striped,1
822081627,SEXY,AVERAGE,4.5,M,SUMMER,BOWNECK,SLEEVELESS,,COTTON,chiffon,,solid,0
1116072373,NOVELTY,MEDIUM,4.2,M,WINTER,O-NECK,HALF,NATURAL,POLYSTER,chiffon,hollowout,animal,1
856139963,CASUAL,LOW,5.0,FREE,SPRING,V-NECK,FULL,NATURAL,COTTON,,,solid,1
1032982013,CASUAL,AVERAGE,5.0,L,WINTER,O-NECK,THREEQUARTER,NATURAL,POLYSTER,,applique,solid,0
879756967,CASUAL,LOW,4.8,M,WINTER,V-NECK,SLEEVELESS,NATURAL,POLYSTER,,,print,0
912614690,BOHEMIAN,LOW,5.0,FREE,SPRING,O-NECK,SHORT,NATURAL,NYLON,jersey,sashes,print,1
1072784739,CASUAL,LOW,5.0,FREE,SPRING,BOWNECK,SLEEVELESS,NATURAL,SILK,chiffon,applique,print,0
945651303,CASUAL,LOW,5.0,M,SPRING,O-NECK,SLEEVELESS,NATURAL,CHIFFONFABRIC,chiffon,,solid,1
858212832,CUTE,AVERAGE,4.3,M,SUMMER,,,NATURAL,COTTON,chiffon,,solid,0
1219677488,NOVELTY,AVERAGE,0.0,FREE,WINTER,O-NECK,SHORT,NATURAL,POLYSTER,broadcloth,lace,,1
886501087,CUTE,LOW,0.0,L,SPRING,O-NECK,SLEEVELESS,EMPIRE,,,,,1
944264938,SEXY,LOW,4.8,FREE,SPRING,SLASH-NECK,SLEEVELESS,NATURAL,COTTON,broadcloth,sequined,solid,0
918722829,SEXY,LOW,4.8,FREE,SUMMER,SLASH-NECK,SLEEVELESS,EMPIRE,SILK,,lace,solid,0
750670078,CASUAL,LOW,4.4,M,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,,solid,0
1028061165,CASUAL,AVERAGE,4.5,M,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,chiffon,ruched,striped,0
699738864,CASUAL,LOW,4.7,S,SUMMER,O-NECK,FULL,NATURAL,COTTON,,,patchwork,0
905732124,CASUAL,LOW,4.4,FREE,SPRING,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,sashes,print,0
961230947,WORK,AVERAGE,4.9,M,WINTER,SLASH-NECK,SHORT,NATURAL,POLYSTER,broadcloth,ruffles,solid,0
849947393,CUTE,MEDIUM,4.6,FREE,SPRING,O-NECK,SHORT,NATURAL,CHIFFONFABRIC,,hollowout,solid,1
857432541,CASUAL,LOW,4.7,FREE,SPRING,O-NECK,HALF,NATURAL,SILK,chiffon,sashes,print,0
1088674674,CASUAL,LOW,4.7,M,WINTER,O-NECK,FULL,EMPIRE,POLYSTER,chiffon,,print,1
939250541,CASUAL,AVERAGE,4.8,M,SPRING,O-NECK,SLEEVELESS,NATURAL,COTTON,chiffon,hollowout,print,0
876708804,SEXY,LOW,4.8,L,SUMMER,O-NECK,SLEEVELESS,NATURAL,COTTON,,,solid,1
1032990258,CASUAL,AVERAGE,4.3,M,SPRING,O-NECK,HALF,,,,,,1
880692544,CASUAL,AVERAGE,4.7,XL,WINTER,V-NECK,SHORT,EMPIRE,MILKSILK,,,print,0
958270190,CASUAL,LOW,0.0,L,WINTER,V-NECK,FULL,,,,,solid,0
732757918,SEXY,AVERAGE,4.7,M,AUTUMN,SLASH-NECK,SLEEVELESS,NATURAL,NYLON,,rivet,solid,0
898646576,CASUAL,LOW,4.7,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,,,,,1
950048509,CASUAL,HIGH,0.0,L,WINTER,V-NECK,FULL,,POLYSTER,,,solid,0
754316257,CASUAL,LOW,4.7,L,SUMMER,O-NECK,SLEEVELESS,NATURAL,SILK,worsted,lace,patchwork,0
598523814,CASUAL,AVERAGE,4.7,FREE,SUMMER,V-NECK,FULL,NATURAL,COTTON,,sashes,solid,0
774130360,CASUAL,AVERAGE,0.0,FREE,WINTER,V-NECK,FULL,,CASHMERE,,,solid,1
555727400,CASUAL,LOW,4.7,FREE,SUMMER,O-NECK,CAP-SLEEVES,NATURAL,CHIFFONFABRIC,chiffon,,print,1
537463111,CASUAL,AVERAGE,4.7,M,SUMMER,O-NECK,THREEQUARTER,,CHIFFONFABRIC,chiffon,ruched,solid,0
933864550,SEXY,LOW,4.5,FREE,SUMMER,SLASH-NECK,SLEEVELESS,,POLYSTER,Corduroy,,,0
944930838,VINTAGE,LOW,4.0,FREE,SUMMER,TURNDOWNCOLLOR,SHORT,NATURAL,COTTON,wollen,hollowout,solid,0
901346821,SEXY,LOW,4.7,FREE,SUMMER,V-NECK,SLEEVELESS,,,,,,0
818295153,BOHEMIAN,LOW,5.0,FREE,SUMMER,O-NECK,SLEEVELESS,EMPIRE,COTTON,broadcloth,tassel,print,1
733134203,CASUAL,LOW,4.7,S,WINTER,O-NECK,SLEEVELESS,NATURAL,KNITTING,,lace,solid,0
943414146,SEXY,AVERAGE,4.5,S,WINTER,V-NECK,SLEEVELESS,,POLYSTER,,,,0
709353440,CUTE,AVERAGE,4.7,M,SUMMER,O-NECK,SLEEVELESS,NATURAL,CHIFFONFABRIC,,sashes,splice,0
1190383536,VINTAGE,LOW,0.0,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,COTTON,batik,,print,1
869138763,CASUAL,AVERAGE,4.1,L,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,,,1
977173764,CASUAL,AVERAGE,4.2,M,WINTER,V-NECK,FULL,EMPIRE,POLYSTER,,lace,patchwork,1
918331326,BRIEF,AVERAGE,4.8,FREE,WINTER,V-NECK,HALF,NATURAL,POLYSTER,broadcloth,,solid,0
733715437,BRIEF,AVERAGE,4.9,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,,,,solid,0
955679920,SEXY,AVERAGE,4.8,S,WINTER,V-NECK,SLEEVELESS,EMPIRE,POLYSTER,chiffon,lace,solid,0
862814652,CASUAL,AVERAGE,4.7,L,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,chiffon,,patchwork,0
799301728,VINTAGE,AVERAGE,4.7,M,SUMMER,V-NECK,SHORT,NATURAL,RAYON,,beading,print,0
1039384371,CASUAL,AVERAGE,4.8,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,COTTON,chiffon,sashes,solid,0
746518490,SEXY,LOW,4.7,M,WINTER,V-NECK,SLEEVELESS,NATURAL,POLYSTER,,,striped,0
720665176,CASUAL,AVERAGE,5.0,S,SPRING,TURNDOWNCOLLOR,FULL,EMPIRE,COTTON,worsted,,solid,0
1001750851,CASUAL,LOW,1.0,M,SPRING,O-NECK,HALF,,,chiffon,,,0
882975367,SEXY,AVERAGE,4.1,FREE,SUMMER,V-NECK,SLEEVELESS,NATURAL,COTTON,,lace,,1
1069577979,CASUAL,LOW,4.0,FREE,SUMMER,V-NECK,SLEEVELESS,NATURAL,COTTON,broadcloth,hollowout,print,0
1079373429,WORK,AVERAGE,4.7,M,SPRING,V-NECK,SLEEVELESS,,,,,,1
711704151,CUTE,AVERAGE,4.6,FREE,SPRING,V-NECK,FULL,NATURAL,COTTON,chiffon,,solid,1
876761815,CASUAL,LOW,5.0,M,SPRING,O-NECK,SLEEVELESS,NATURAL,SPANDEX,jersey,,print,0
1062354779,CASUAL,AVERAGE,4.7,M,AUTUMN,V-NECK,SLEEVELESS,NATURAL,,chiffon,,striped,1
727676110,CASUAL,LOW,4.6,FREE,WINTER,O-NECK,FULL,NATURAL,POLYSTER,,applique,solid,0
845853510,CASUAL,AVERAGE,4.5,L,SUMMER,O-NECK,SHORT,NATURAL,COTTON,jersey,pockets,solid,0
832090686,CUTE,AVERAGE,4.6,M,AUTUMN,O-NECK,THREEQUARTER,NATURAL,SILK,chiffon,sashes,print,0
839305476,CASUAL,LOW,4.6,FREE,AUTUMN,O-NECK,HALF,NATURAL,CHIFFONFABRIC,chiffon,,leapord,1
855418066,CASUAL,LOW,4.7,L,SUMMER,,SLEEVELESS,,COTTON,,,solid,1
1211480431,SEXY,LOW,0.0,L,SUMMER,O-NECK,SLEEVELESS,EMPIRE,SILL,,,striped,0
946741571,BOHEMIAN,AVERAGE,4.0,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,chiffon,ruffles,striped,0
724177834,CASUAL,LOW,4.7,FREE,SUMMER,O-NECK,FULL,NATURAL,COTTON,,,solid,1
975877364,WORK,AVERAGE,0.0,M,SUMMER,V-NECK,SLEEVELESS,NATURAL,COTTON,worsted,,solid,1
851697194,BOHEMIAN,AVERAGE,4.1,FREE,SUMMER,O-NECK,THREEQUARTER,,,,hollowout,,0
1108356000,CASUAL,AVERAGE,0.0,M,SPRING,O-NECK,HALF,NATURAL,,,lace,,0
871219565,BRIEF,LOW,4.6,M,SUMMER,O-NECK,SHORT,NATURAL,COTTON,,,animal,0
1250787559,CUTE,LOW,0.0,FREE,SPRING,V-NECK,SLEEVELESS,EMPIRE,CHIFFONFABRIC,chiffon,,,1
942245416,CASUAL,AVERAGE,5.0,M,SPRING,O-NECK,THREEQUARTER,,SPANDEX,,,,0
900108476,CASUAL,LOW,5.0,FREE,WINTER,O-NECK,FULL,NATURAL,WOOL,,applique,solid,0
1019672746,VINTAGE,AVERAGE,4.5,L,WINTER,O-NECK,SHORT,EMPIRE,,,sequined,patchwork,1
783980024,CASUAL,AVERAGE,4.5,FREE,SUMMER,O-NECK,SHORT,NATURAL,POLYSTER,,,solid,0
970655043,BOHEMIAN,LOW,4.4,L,SUMMER,BOWNECK,SHORT,NATURAL,COTTON,,,dot,0
1139064593,CASUAL,HIGH,0.0,L,WINTER,V-NECK,THREEQUARTER,NATURAL,POLYSTER,,ruffles,solid,1
939389270,CASUAL,AVERAGE,4.8,FREE,WINTER,O-NECK,SLEEVELESS,,POLYSTER,,sashes,solid,0
859321875,BRIEF,LOW,4.7,M,WINTER,O-NECK,FULL,NATURAL,COTTON,,,patchwork,0
703395323,CASUAL,MEDIUM,0.0,FREE,WINTER,BOWNECK,FULL,,CASHMERE,knitted,,solid,1
1083779666,CASUAL,AVERAGE,4.7,M,WINTER,O-NECK,SHORT,EMPIRE,POLYSTER,shiffon,,animal,0
966030991,PARTY,AVERAGE,0.0,M,SUMMER,O-NECK,FULL,NATURAL,COTTON,,,patchwork,1
866405822,BOHEMIAN,AVERAGE,4.8,S,SUMMER,V-NECK,SHORT,NATURAL,COTTON,,,solid,0
941564304,SEXY,AVERAGE,4.9,FREE,SUMMER,SQARE-COLLOR,SLEEVELESS,NATURAL,POLYSTER,,sashes,print,0
1119360745,CASUAL,AVERAGE,3.0,M,SPRING,TURNDOWNCOLLOR,SHORT,EMPIRE,POLYSTER,,sashes,patchwork,0
932375745,CASUAL,LOW,4.7,L,AUTUMN,O-NECK,SHORT,NATURAL,POLYSTER,shiffon,,patchwork,1
789373177,CASUAL,AVERAGE,4.3,M,AUTUMN,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,plain,solid,0
1135456589,CASUAL,AVERAGE,0.0,XL,WINTER,V-NECK,SHORT,EMPIRE,POLYSTER,shiffon,pockets,solid,1
932913675,CASUAL,LOW,5.0,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,MODEL,jersey,plain,solid,1
1217548862,VINTAGE,AVERAGE,0.0,L,SUMMER,SQARE-COLLOR,SHORT,EMPIRE,COTTON,chiffon,,dot,1
755078866,CASUAL,LOW,4.7,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,MILKSILK,,,animal,0
1052420390,VINTAGE,AVERAGE,5.0,M,SUMMER,V-NECK,THREEQUARTER,NATURAL,POLYSTER,,,print,0
924108301,CASUAL,LOW,4.7,L,SUMMER,O-NECK,FULL,NATURAL,MIX,worsted,lace,patchwork,1
675980168,BOHEMIAN,AVERAGE,4.6,M,SPRING,O-NECK,SLEEVELESS,NATURAL,SHIFFON,shiffon,sashes,solid,0
730603782,PARTY,AVERAGE,4.8,M,SUMMER,O-NECK,FULL,,COTTON,,,solid,1
934830377,BOHEMIAN,LOW,4.6,FREE,SUMMER,V-NECK,SLEEVELESS,NATURAL,COTTON,broadcloth,beading,solid,0
689406468,PARTY,VERY-HIGH,4.6,FREE,SUMMER,O-NECK,SLEEVELESS,EMPIRE,RAYON,,hollowout,solid,0
870994067,CUTE,LOW,4.8,M,SPRING,O-NECK,SHORT,NATURAL,SHIFFON,shiffon,bow,dot,1
1016250560,VINTAGE,AVERAGE,0.0,M,SPRING,O-NECK,HALF,EMPIRE,POLYSTER,,lace,animal,0
860334943,CASUAL,MEDIUM,4.9,L,WINTER,O-NECK,SHORT,NATURAL,COTTON,broadcloth,sashes,solid,0
863336720,CASUAL,AVERAGE,4.2,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,COTTON,worsted,,striped,1
835915937,CASUAL,AVERAGE,4.9,M,SUMMER,O-NECK,SHORT,DROPPED,COTTON,,ruffles,patchwork,0
944641715,BOHEMIAN,LOW,5.0,XL,SPRING,V-NECK,THREEQUARTER,NATURAL,,shiffon,,print,1
869395176,CASUAL,AVERAGE,4.7,M,SUMMER,O-NECK,SLEEVELESS,,COTTON,,,dot,0
1097435333,CASUAL,AVERAGE,0.0,FREE,SUMMER,BOWNECK,HALF,,COTTON,,,,0
1124120907,CASUAL,AVERAGE,0.0,FREE,SUMMER,O-NECK,SLEEVELESS,NATURAL,COTTON,,lace,floral,0
1130463523,SEXY,MEDIUM,0.0,FREE,WINTER,O-NECK,SLEEVELESS,NATURAL,POLYSTER,,sequined,solid,0
560474456,SEXY,LOW,4.4,FREE,AUTUMN,V-NECK,SLEEVELESS,NATURAL,COTTON,worsted,lace,solid,0
907669618,SEXY,AVERAGE,0.0,FREE,SPRING,V-NECK,FULL,NATURAL,COTTON,wollen,lace,solid,1
710089916,BRIEF,AVERAGE,4.9,XL,SPRING,SLASH-NECK,FULL,NATURAL,,,sashes,solid,0
793162246,CASUAL,AVERAGE,4.7,XL,SUMMER,V-NECK,HALF,NATURAL,,broadcloth,,print,1
1065317917,CASUAL,AVERAGE,0.0,FREE,AUTUMN,V-NECK,FULL,NATURAL,COTTON,,lace,solid,0
737461130,CASUAL,AVERAGE,4.8,M,SUMMER,V-NECK,FULL,NATURAL,,shiffon,,,0
663993130,CASUAL,MEDIUM,4.9,L,SPRING,SQARE-COLLOR,SLEEVELESS,EMPIRE,,,,print,0
933231033,PARTY,AVERAGE,4.7,M,SPRING,O-NECK,HALF,EMPIRE,,shiffon,,patchwork,0
743417270,SEXY,LOW,4.4,FREE,SUMMER,BOWNECK,SLEEVELESS,NATURAL,VISCOS,,bow,solid,0
798898277,BOHEMIAN,LOW,4.6,FREE,WINTER,O-NECK,SLEEVELESS,EMPIRE,POLYSTER,,,patchwork,1
549401113,CASUAL,LOW,4.6,FREE,AUTUMN,O-NECK,FULL,NATURAL,RAYON,,lace,solid,1
857189807,SEXY,LOW,4.5,FREE,SUMMER,O-NECK,SLEEVELESS,EMPIRE,COTTON,,sashes,solid,1
1055149353,SEXY,LOW,0.0,FREE,WINTER,V-NECK,,DROPPED,COTTON,,lace,,1
1199912555,CASUAL,AVERAGE,0.0,XL,SPRING,BOWNECK,SLEEVELESS,NATURAL,MIX,,lace,solid,0
1249825438,SEXY,AVERAGE,0.0,FREE,AUTUMN,O-NECK,FULL,NATURAL,POLYSTER,sattin,hollowout,solid,0
967191118,SEXY,LOW,4.8,FREE,SPRING,V-NECK,SLEEVELESS,NATURAL,,,,striped,1
871620435,BRIEF,LOW,4.7,FREE,AUTUMN,O-NECK,SLEEVELESS,NATURAL,,shiffon,sequined,solid,0
865490824,SEXY,HIGH,5.0,M,SUMMER,V-NECK,SLEEVELESS,NATURAL,MIX,,,striped,0
1079955163,CASUAL,AVERAGE,4.6,L,SUMMER,BOWNECK,FULL,DROPPED,COTTON,,,patchwork,0
